,title,position,country,genre,original name,year,rating,count,rating_IMBD,position_IMDB,2010-2021,2000-2009,1990-1999,1980-1989,before 1980,delta,main_genre
0,Побег из Шоушенка,1,США,драма,"Shawshank Redemption, The",1994,9.1,765 476,9.3,1.0,0,0,1,0,0,-0.20000000000000107,драма
1,Зеленая миля,2,США,"фэнтези, драма","Green Mile, The",1999,9.1,667 940,,,0,0,1,0,0,,фэнтези
2,Властелин колец: Возвращение короля,3,"Новая Зеландия, США","фэнтези, приключения","Lord of the Rings: The Return of the King, The",2003,8.6,462 500,8.9,7.0,0,1,0,0,0,-0.3000000000000007,фэнтези
3,Интерстеллар,4,"США, Великобритания","фантастика, драма",Interstellar,2014,8.6,693 798,8.6,22.0,1,0,0,0,0,0.0,фантастика
4,Властелин колец: Две крепости,5,"Новая Зеландия, США","фэнтези, приключения","Lord of the Rings: The Two Towers, The",2002,8.6,444 233,8.7,16.0,0,1,0,0,0,-0.09999999999999964,фэнтези
5,Властелин колец: Братство Кольца,6,"США, Новая Зеландия","фэнтези, приключения","Lord of the Rings: The Fellowship of the Ring, The",2001,8.6,488 212,,,0,1,0,0,0,,фэнтези
6,Друзья: Воссоединение,7,США,комедия,Friends Reunion Special,2021,9.0,20 324,,,1,0,0,0,0,,комедия
7,Список Шиндлера,8,США,"драма, биография",Schindler's List,1993,8.8,359 776,8.9,9.0,0,0,1,0,0,-0.09999999999999964,драма
8,Форрест Гамп,9,США,"драма, мелодрама",Forrest Gump,1994,8.9,618 791,8.8,13.0,0,0,1,0,0,0.09999999999999964,драма
9,Иван Васильевич меняет профессию,10,СССР,"фантастика, комедия",-,1973,8.8,682 515,,,0,0,0,0,1,,фантастика
10,Король Лев,11,США,"мультфильм, мюзикл","Lion King, The",1994,8.8,520 544,,,0,0,1,0,0,,мультфильм
11,Назад в будущее,12,США,"фантастика, комедия",Back to the Future,1985,8.6,470 348,8.5,50.0,0,0,0,1,0,0.09999999999999964,фантастика
12,Тайна Коко,13,США,"мультфильм, фэнтези",Coco,2017,8.6,363 579,8.4,66.0,1,0,0,0,0,0.1999999999999993,мультфильм
13,Клаус,14,"Испания, Великобритания","мультфильм, семейный",Klaus,2019,8.7,84 420,8.2,140.0,1,0,0,0,0,0.5,мультфильм
14,Криминальное чтиво,15,США,"триллер, комедия",Pulp Fiction,1994,8.6,513 864,8.9,8.0,0,0,1,0,0,-0.3000000000000007,триллер
15,"Карты, деньги, два ствола",16,Великобритания,"боевик, комедия","Lock, Stock and Two Smoking Barrels",1998,8.6,386 736,8.2,165.0,0,0,1,0,0,0.40000000000000036,боевик
16,1+1,17,Франция,"драма, комедия",Intouchables,2011,8.8,1 261 694,8.5,38.0,1,0,0,0,0,0.3000000000000007,драма
17,ВАЛЛ·И,18,США,"мультфильм, фантастика",WALL·E,2008,8.3,464 151,8.4,71.0,0,1,0,0,0,-0.09999999999999964,мультфильм
18,В бой идут одни «старики»,19,СССР,"военный, драма",-,1973,8.7,355 987,,,0,0,0,0,1,,военный
19,Начало,20,"США, Великобритания","фантастика, боевик",Inception,2010,8.7,770 638,8.8,10.0,1,0,0,0,0,-0.10000000000000142,фантастика
20,Унесённые призраками,21,Япония,"аниме, мультфильм",Sen to Chihiro no kamikakushi,2001,8.4,347 416,8.6,24.0,0,1,0,0,0,-0.1999999999999993,аниме
21,Большой куш,22,"Великобритания, США","криминал, комедия",Snatch,2000,8.5,381 652,8.3,100.0,0,1,0,0,0,0.1999999999999993,криминал
22,Операция «Ы» и другие приключения Шурика,23,СССР,"комедия, мелодрама",-,1965,8.7,608 140,,,0,0,0,0,1,,комедия
23,Джентльмены удачи,24,СССР,"драма, комедия",-,1971,8.5,481 647,,,0,0,0,0,1,,драма
24,Остров проклятых,25,США,"триллер, детектив",Shutter Island,2009,8.5,556 565,8.2,149.0,0,1,0,0,0,0.3000000000000007,триллер
25,Достучаться до небес,26,Германия,"драма, комедия",Knockin' on Heaven's Door,1997,8.6,445 715,,,0,0,1,0,0,,драма
26,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей,27,СССР,"детектив, криминал",-,1981,8.6,159 380,,,0,0,0,1,0,,детектив
27,Бойцовский клуб,28,"Германия, США","триллер, драма",Fight Club,1999,8.6,606 807,8.8,11.0,0,0,1,0,0,-0.20000000000000107,триллер
28,12 разгневанных мужчин,29,США,"драма, детектив",12 Angry Men,1956,8.5,104 770,,,0,0,0,0,1,,драма
29,Матрица,30,США,"фантастика, боевик","Matrix, The",1999,8.5,514 693,8.7,17.0,0,0,1,0,0,-0.1999999999999993,фантастика
30,Престиж,31,"Великобритания, США","фантастика, триллер","Prestige, The",2006,8.5,513 172,8.5,39.0,0,1,0,0,0,0.0,фантастика
31,Джентльмены,32,"Великобритания, США","криминал, комедия","Gentlemen, The",2019,8.5,704 185,,,1,0,0,0,0,,криминал
32,...А зори здесь тихие,33,СССР,"драма, военный",-,1972,8.5,190 856,,,0,0,0,0,1,,драма
33,Шрэк,34,США,"мультфильм, фэнтези",Shrek,2001,8.0,387 558,,,0,1,0,0,0,,мультфильм
34,Брат,35,Россия,"драма, криминал",-,1997,8.2,703 602,,,0,0,1,0,0,,драма
35,Один дома,36,США,"комедия, семейный",Home Alone,1990,8.2,550 471,,,0,0,1,0,0,,комедия
36,Москва слезам не верит,37,СССР,"драма, мелодрама",-,1979,8.4,396 265,,,0,0,0,0,1,,драма
37,Темный рыцарь,38,"США, Великобритания","фантастика, боевик","Dark Knight, The",2008,8.5,516 847,9.0,4.0,0,1,0,0,0,-0.5,фантастика
38,Пираты Карибского моря: Проклятие Черной жемчужины,39,США,"фэнтези, боевик",Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.3,537 983,,,0,1,0,0,0,,фэнтези
39,Леон,40,"Франция, США","боевик, триллер",Léon,1994,8.7,507 694,8.5,45.0,0,0,1,0,0,0.1999999999999993,боевик
40,Джанго освобожденный,41,США,"вестерн, боевик",Django Unchained,2012,8.2,465 282,8.4,67.0,1,0,0,0,0,-0.20000000000000107,вестерн
41,Игры разума,42,США,"драма, биография",A Beautiful Mind,2001,8.6,418 264,8.2,163.0,0,1,0,0,0,0.40000000000000036,драма
42,Терминатор 2: Судный день,43,"США, Франция","фантастика, боевик",Terminator 2: Judgment Day,1991,8.3,358 409,8.5,47.0,0,0,1,0,0,-0.1999999999999993,фантастика
43,Гарри Поттер и узник Азкабана,44,"Великобритания, США","фэнтези, приключения",Harry Potter and the Prisoner of Azkaban,2004,8.2,429 541,,,0,1,0,0,0,,фэнтези
44,Одержимость,45,США,"драма, музыка",Whiplash,2013,8.3,253 002,8.5,37.0,1,0,0,0,0,-0.1999999999999993,драма
45,Остров сокровищ,46,СССР,"мультфильм, приключения",-,1988,8.2,109 423,,,0,0,0,1,0,,мультфильм
46,Гарри Поттер и философский камень,47,"Великобритания, США","фэнтези, приключения",Harry Potter and the Sorcerer's Stone,2001,8.2,562 616,,,0,1,0,0,0,,фэнтези
47,Назад в будущее 2,48,США,"фантастика, приключения",Back to the Future Part II,1989,8.3,327 441,,,0,0,0,1,0,,фантастика
48,Твоё имя,49,Япония,"аниме, мультфильм",Kimi no na wa.,2016,8.3,136 439,8.4,61.0,1,0,0,0,0,-0.09999999999999964,аниме
49,Гладиатор,50,"США, Великобритания","боевик, история",Gladiator,2000,8.6,422 121,8.5,42.0,0,1,0,0,0,0.09999999999999964,боевик
50,Отступники,51,США,"триллер, драма","Departed, The",2006,8.5,383 984,8.5,40.0,0,1,0,0,0,0.0,триллер
51,"Поймай меня, если сможешь",52,"США, Канада","криминал, биография",Catch Me If You Can,2002,8.5,424 767,8.1,248.0,0,1,0,0,0,0.40000000000000036,криминал
52,Брат 2,53,"Россия, США","боевик, криминал",-,2000,8.1,600 005,,,0,1,0,0,0,,боевик
53,Душа,54,США,"мультфильм, фэнтези",Soul,2020,8.3,153 602,8.1,207.0,1,0,0,0,0,0.20000000000000107,мультфильм
54,"Кавказская пленница, или Новые приключения Шурика",55,СССР,"комедия, приключения",-,1966,8.5,458 844,,,0,0,0,0,1,,комедия
55,Собачье сердце,56,СССР,"фантастика, драма",-,1988,8.3,233 997,,,0,0,0,1,0,,фантастика
56,Зеленая книга,57,"США, Китай","комедия, драма",Green Book,2018,8.3,456 970,8.2,136.0,1,0,0,0,0,0.10000000000000142,комедия
57,Крестный отец,58,США,"драма, криминал","Godfather, The",1972,8.7,299 944,,,0,0,0,0,1,,драма
58,Шерлок Холмс и доктор Ватсон: Знакомство,59,СССР,"криминал, детектив",-,1979,8.6,130 014,,,0,0,0,0,1,,криминал
59,Молчание ягнят,60,США,"триллер, детектив","Silence of the Lambs, The",1990,8.3,370 830,8.6,29.0,0,0,1,0,0,-0.29999999999999893,триллер
60,Офицеры,61,СССР,"драма, военный",-,1971,8.5,143 536,,,0,0,0,0,1,,драма
61,Жизнь прекрасна,62,Италия,"военный, комедия",La vita è bella,1997,8.6,208 496,8.6,27.0,0,0,1,0,0,0.0,военный
62,Ford против Ferrari,63,США,"биография, спорт",Ford v Ferrari,2019,8.2,332 946,8.1,219.0,1,0,0,0,0,0.09999999999999964,биография
63,Невидимая сторона,64,США,"драма, спорт","Blind Side, The",2009,8.2,176 998,,,0,1,0,0,0,,драма
64,Корпорация монстров,65,США,"мультфильм, фэнтези","Monsters, Inc.",2001,8.1,343 567,8.1,250.0,0,1,0,0,0,0.0,мультфильм
65,Служебный роман,66,СССР,"драма, мелодрама",-,1977,8.3,331 137,,,0,0,0,0,1,,драма
66,В джазе только девушки,67,США,"мелодрама, комедия",Some Like It Hot,1959,8.5,249 337,8.2,186.0,0,0,0,0,1,0.3000000000000007,мелодрама
67,Они сражались за Родину,68,СССР,"драма, военный",-,1975,8.4,135 131,,,0,0,0,0,1,,драма
68,Ходячий замок,69,Япония,"аниме, мультфильм",Hauru no ugoku shiro,2004,8.3,258 577,8.2,162.0,0,1,0,0,0,0.10000000000000142,аниме
69,Гарри Поттер и Дары Смерти: Часть II,70,"Великобритания, США","фэнтези, драма",Harry Potter and the Deathly Hallows: Part 2,2011,8.1,423 411,,,1,0,0,0,0,,фэнтези
70,Волк с Уолл-стрит,71,США,"драма, криминал","Wolf of Wall Street, The",2013,7.9,669 440,8.2,153.0,1,0,0,0,0,-0.29999999999999893,драма
71,Шоу Трумана,72,США,"драма, комедия","Truman Show, The",1998,8.3,348 905,8.1,256.0,0,0,1,0,0,0.20000000000000107,драма
72,Титаник,73,"США, Мексика","мелодрама, история",Titanic,1997,8.4,559 173,,,0,0,1,0,0,,мелодрама
73,Любовь и голуби,74,СССР,"мелодрама, комедия",-,1984,8.3,504 941,,,0,0,0,1,0,,мелодрама
74,Бриллиантовая рука,75,СССР,"комедия, приключения",-,1968,8.5,492 399,,,0,0,0,0,1,,комедия
75,Рататуй,76,США,"мультфильм, приключения",Ratatouille,2007,8.0,387 922,8.0,381.0,0,1,0,0,0,0.0,мультфильм
76,Омерзительная восьмерка,77,США,"вестерн, криминал","Hateful Eight, The",2015,7.9,391 417,,,1,0,0,0,0,,вестерн
77,Пианист,78,"Польша, Франция","драма, военный","Pianist, The",2002,8.5,241 745,8.5,41.0,0,1,0,0,0,0.0,драма
78,Звёздные войны: Эпизод 3 – Месть Ситхов,79,США,"фантастика, боевик",Star Wars: Episode III - Revenge of the Sith,2005,8.1,266 498,,,0,1,0,0,0,,фантастика
79,Американская история X,80,США,драма,American History X,1998,8.3,293 409,,,0,0,1,0,0,,драма
80,Семь жизней,81,США,"драма, мелодрама",Seven Pounds,2008,8.2,269 413,,,0,1,0,0,0,,драма
81,Общество мертвых поэтов,82,США,"драма, комедия",Dead Poets Society,1989,8.2,157 343,,,0,0,0,1,0,,драма
82,Судьба человека,83,СССР,"драма, военный",-,1959,8.4,91 351,,,0,0,0,0,1,,драма
83,Принцесса Мононоке,84,Япония,"аниме, мультфильм",Mononoke-hime,1997,8.2,118 071,8.4,75.0,0,0,1,0,0,-0.20000000000000107,аниме
84,Гарри Поттер и Тайная комната,85,"Великобритания, США","фэнтези, приключения",Harry Potter and the Chamber of Secrets,2002,8.0,390 218,,,0,1,0,0,0,,фэнтези
85,Тайна третьей планеты,86,СССР,"мультфильм, фантастика",-,1981,8.0,79 538,,,0,0,0,1,0,,мультфильм
86,День сурка,87,США,"фэнтези, мелодрама",Groundhog Day,1993,8.1,337 371,8.0,407.0,0,0,1,0,0,0.09999999999999964,фэнтези
87,Головоломка,88,США,"мультфильм, семейный",Inside Out,2015,8.0,363 110,8.1,215.0,1,0,0,0,0,-0.09999999999999964,мультфильм
88,Назад в будущее 3,89,США,"фантастика, комедия",Back to the Future Part III,1990,8.2,274 328,,,0,0,1,0,0,,фантастика
89,Стальной гигант,90,США,"мультфильм, фантастика","Iron Giant, The",1999,8.1,86 940,8.0,401.0,0,0,1,0,0,0.09999999999999964,мультфильм
90,Легенда о волках,91,"Ирландия, Люксембург","мультфильм, фэнтези",WolfWalkers,2020,8.2,20 413,,,1,0,0,0,0,,мультфильм
91,Девчата,92,СССР,"мелодрама, комедия",-,1962,8.4,339 892,,,0,0,0,0,1,,мелодрама
92,Мулан,93,США,"мультфильм, мюзикл",Mulan,1998,8.1,194 801,,,0,0,1,0,0,,мультфильм
93,Храброе сердце,94,США,"история, биография",Braveheart,1995,8.3,218 137,8.3,106.0,0,0,1,0,0,0.0,история
94,Гран Торино,95,"Германия, США",драма,Gran Torino,2008,8.1,220 342,8.1,229.0,0,1,0,0,0,0.0,драма
95,Загадочная история Бенджамина Баттона,96,США,"драма, фэнтези","Curious Case of Benjamin Button, The",2008,8.1,386 807,,,0,1,0,0,0,,драма
96,Укрощение строптивого,97,Италия,"мелодрама, комедия",Il bisbetico domato,1980,8.4,241 663,,,0,0,0,1,0,,мелодрама
97,Шрэк 2,98,США,"мультфильм, фэнтези",Shrek 2,2004,7.7,195 259,,,0,1,0,0,0,,мультфильм
98,Семь,99,США,"триллер, драма",Se7en,1995,8.3,379 530,8.6,28.0,0,0,1,0,0,-0.29999999999999893,триллер
99,Игра,100,США,"триллер, драма","Game, The",1997,8.3,285 737,,,0,0,1,0,0,,триллер
100,Зверополис,101,США,"мультфильм, комедия",Zootopia,2016,8.3,550 796,8.0,343.0,1,0,0,0,0,0.3000000000000007,мультфильм
101,Пролетая над гнездом кукушки,102,США,драма,One Flew Over the Cuckoo's Nest,1975,8.5,278 215,8.7,20.0,0,0,0,0,1,-0.1999999999999993,драма
102,Хоббит: Нежданное путешествие,103,"Новая Зеландия, США","фэнтези, приключения","Hobbit: An Unexpected Journey, The",2012,8.1,385 763,,,1,0,0,0,0,,фэнтези
103,"Хороший, плохой, злой",104,"Италия, Испания",вестерн,"buono, il brutto, il cattivo, Il",1966,8.5,129 679,8.8,14.0,0,0,0,0,1,-0.3000000000000007,вестерн
104,Вверх,105,США,"мультфильм, драма",Up,2009,8.0,295 402,8.2,150.0,0,1,0,0,0,-0.1999999999999993,мультфильм
105,Изгой,106,США,"драма, мелодрама",Cast Away,2000,8.3,293 943,,,0,1,0,0,0,,драма
106,Один дома 2: Затерянный в Нью-Йорке,107,США,"комедия, семейный",Home Alone 2: Lost in New York,1992,8.0,241 780,,,0,0,1,0,0,,комедия
107,Пробуждение,108,США,"драма, биография",Awakenings,1990,8.4,133 977,,,0,0,1,0,0,,драма
108,Трасса 60,109,"Канада, США","фантастика, фэнтези",Interstate 60,2001,8.0,253 202,,,0,1,0,0,0,,фантастика
109,Мальчик в полосатой пижаме,110,"Великобритания, США","драма, военный","Boy in the Striped Pyjamas, The",2008,8.2,230 673,,,0,1,0,0,0,,драма
110,"Добро пожаловать, или Посторонним вход воспрещен",111,СССР,"комедия, семейный",-,1964,8.3,146 561,,,0,0,0,0,1,,комедия
111,Звёздные войны: Эпизод 5 – Империя наносит ответный удар,112,США,"фантастика, боевик",Star Wars: Episode V - The Empire Strikes Back,1980,8.1,223 799,,,0,0,0,1,0,,фантастика
112,Троя,113,"США, Мальта","боевик, история",Troy,2004,8.0,245 332,,,0,1,0,0,0,,боевик
113,Эффект бабочки,114,"США, Канада","фантастика, триллер","Butterfly Effect, The",2003,8.2,394 641,,,0,1,0,0,0,,фантастика
114,По соображениям совести,115,"Австралия, США","драма, военный",Hacksaw Ridge,2016,8.0,185 072,8.1,214.0,1,0,0,0,0,-0.09999999999999964,драма
115,Мой сосед Тоторо,116,Япония,"аниме, мультфильм",Tonari no Totoro,1988,8.2,143 206,8.2,173.0,0,0,0,1,0,0.0,аниме
116,Прислуга,117,США,драма,"Help, The",2011,8.2,202 891,8.0,359.0,1,0,0,0,0,0.1999999999999993,драма
117,Аладдин,118,США,"мультфильм, мюзикл",Aladdin,1992,8.1,229 661,8.0,410.0,0,0,1,0,0,0.09999999999999964,мультфильм
118,Запах женщины,119,США,драма,Scent of a Woman,1992,8.4,217 007,8.0,409.0,0,0,1,0,0,0.40000000000000036,драма
119,Бесславные ублюдки,120,"США, Германия","боевик, драма",Inglourious Basterds,2009,7.9,338 626,8.3,97.0,0,1,0,0,0,-0.40000000000000036,боевик
120,Таксист,121,Корея Южная,"история, драма",Taeksi unjeonsa,2017,8.1,23 088,8.3,115.0,1,0,0,0,0,-0.20000000000000107,история
121,"Три билборда на границе Эббинга, Миссури",122,"Великобритания, США","драма, криминал","Three Billboards Outside Ebbing, Missouri",2017,8.2,293 306,8.1,199.0,1,0,0,0,0,0.09999999999999964,драма
122,Тот самый Мюнхгаузен,123,СССР,"фэнтези, драма",-,1979,8.3,91 952,,,0,0,0,0,1,,фэнтези
123,Летят журавли,124,СССР,"военный, мелодрама",-,1957,8.3,89 513,,,0,0,0,0,1,,военный
124,Однажды в Америке,125,"США, Италия","драма, криминал",Once Upon a Time in America,1983,8.3,129 096,8.4,76.0,0,0,0,1,0,-0.09999999999999964,драма
125,История игрушек,126,США,"мультфильм, фэнтези",Toy Story,1995,7.9,184 142,8.3,105.0,0,0,1,0,0,-0.40000000000000036,мультфильм
126,Темный рыцарь: Возрождение легенды,127,"Великобритания, США","фантастика, боевик","Dark Knight Rises, The",2012,8.1,367 496,8.4,68.0,1,0,0,0,0,-0.3000000000000007,фантастика
127,Звёздные войны: Эпизод 4 – Новая надежда,128,США,"фантастика, боевик",Star Wars,1977,8.1,227 663,,,0,0,0,0,1,,фантастика
128,Достать ножи,129,США,"детектив, комедия",Knives Out,2019,8.0,396 579,7.9,474.0,1,0,0,0,0,0.09999999999999964,детектив
129,В поисках Немо,130,США,"мультфильм, комедия",Finding Nemo,2003,7.9,224 008,8.1,247.0,0,1,0,0,0,-0.1999999999999993,мультфильм
130,Тренер Картер,131,"США, Германия","биография, спорт",Coach Carter,2005,8.0,101 008,,,0,1,0,0,0,,биография
131,Счастливое число Слевина,132,"Германия, Великобритания","боевик, триллер",Lucky Number Slevin,2005,8.1,325 035,,,0,1,0,0,0,,боевик
132,Белый Бим Черное ухо,133,СССР,драма,-,1976,8.4,95 218,,,0,0,0,0,1,,драма
133,Доктор Лиза,134,Россия,"драма, биография",-,2020,8.1,57 185,,,1,0,0,0,0,,драма
134,Военный ныряльщик,135,США,"драма, биография",Men of Honor,2000,8.1,93 478,,,0,1,0,0,0,,драма
135,Умница Уилл Хантинг,136,США,"драма, мелодрама",Good Will Hunting,1997,8.1,190 988,8.3,103.0,0,0,1,0,0,-0.20000000000000107,драма
136,Человек дождя,137,США,драма,Rain Man,1988,8.2,241 417,8.0,415.0,0,0,0,1,0,0.1999999999999993,драма
137,Дело храбрых,138,США,"боевик, драма",Only the Brave,2017,8.0,116 590,,,1,0,0,0,0,,боевик
138,Исчезнувшая,139,США,"триллер, драма",Gone Girl,2014,7.9,389 090,8.1,212.0,1,0,0,0,0,-0.1999999999999993,триллер
139,Хатико: Самый верный друг,140,"Великобритания, США","драма, семейный",Hachi: A Dog's Tale,2008,8.3,390 848,,,0,1,0,0,0,,драма
140,Железный человек,141,"США, Канада","фантастика, боевик",Iron Man,2008,7.9,391 180,,,0,1,0,0,0,,фантастика
141,Унесенные ветром,142,США,"мелодрама, история",Gone with the Wind,1939,8.4,145 693,,,0,0,0,0,1,,мелодрама
142,Стражи Галактики,143,США,"фантастика, боевик",Guardians of the Galaxy,2014,7.8,485 223,8.0,352.0,1,0,0,0,0,-0.20000000000000018,фантастика
143,Терминал,144,США,"драма, мелодрама","Terminal, The",2004,8.1,254 425,,,0,1,0,0,0,,драма
144,Хоббит: Пустошь Смауга,145,"Новая Зеландия, США","фэнтези, приключения","Hobbit: The Desolation of Smaug, The",2013,8.0,316 115,,,1,0,0,0,0,,фэнтези
145,Балто,146,США,"мультфильм, драма",Balto,1995,8.3,154 413,,,0,0,1,0,0,,мультфильм
146,Крестный отец 2,147,США,"драма, криминал","Godfather: Part II, The",1974,8.5,169 092,,,0,0,0,0,1,,драма
147,Вечное сияние чистого разума,148,США,"мелодрама, фантастика",Eternal Sunshine of the Spotless Mind,2004,8.0,347 818,8.3,98.0,0,1,0,0,0,-0.3000000000000007,мелодрама
148,В погоне за счастьем,149,США,"драма, биография","Pursuit of Happyness, The",2006,8.2,259 698,8.0,373.0,0,1,0,0,0,0.1999999999999993,драма
149,Люди в черном,150,США,"фантастика, боевик",Men in Black,1997,8.0,284 665,,,0,0,1,0,0,,фантастика
150,Берегись автомобиля,151,СССР,"мелодрама, комедия",-,1966,8.2,135 854,,,0,0,0,0,1,,мелодрама
151,Вторая жизнь Уве,152,Швеция,"драма, мелодрама",En man som heter Ove,2015,7.9,107 775,,,1,0,0,0,0,,драма
152,Иди и смотри,153,СССР,"драма, военный",-,1985,8.1,65 409,8.3,109.0,0,0,0,1,0,-0.20000000000000107,драма
153,Звёздные войны: Эпизод 6 – Возвращение Джедая,154,США,"фантастика, боевик",Star Wars: Episode VI - Return of the Jedi,1983,8.1,216 191,,,0,0,0,1,0,,фантастика
154,Красавица и чудовище,155,США,"мультфильм, мюзикл",Beauty and the Beast,1991,8.3,244 874,8.0,412.0,0,0,1,0,0,0.3000000000000007,мультфильм
155,Ледниковый период,156,США,"мультфильм, фэнтези",Ice Age,2002,8.0,303 646,,,0,1,0,0,0,,мультфильм
156,Шерлок Холмс и доктор Ватсон: Кровавая надпись,157,СССР,"криминал, детектив",-,1979,8.4,98 297,,,0,0,0,0,1,,криминал
157,Пятый элемент,158,"Франция, Великобритания","фантастика, боевик","Fifth Element, The",1997,8.1,401 907,,,0,0,1,0,0,,фантастика
158,Адвокат дьявола,159,"США, Германия","триллер, фэнтези","Devil's Advocate, The",1997,8.2,312 351,,,0,0,1,0,0,,триллер
159,Песнь моря,160,"Ирландия, Дания","мультфильм, фэнтези",Song of the Sea,2014,8.1,61 302,8.1,221.0,1,0,0,0,0,0.0,мультфильм
160,Последний самурай,161,"США, Новая Зеландия","боевик, драма","Last Samurai, The",2003,8.1,160 320,,,0,1,0,0,0,,боевик
